symbol,date,score,score_bucket,trend_score,trend_bucket,momentum_score,momentum_bucket,volume_score,volume_bucket,risk_score,risk_bucket,sr_score,sr_bucket,formation_score,formation_bucket,dist_ema9,dist_ema21,dist_ema50,dist_ema200,overextension_ema50,overextension_ema200,ema50_distance_bucket,ema200_distance_bucket,entry_price,stop_price,potential_pct,stop_distance_pct,rr_ratio,return_5d,benchmark_5d,relative_5d,return_10d,benchmark_10d,relative_10d,return_20d,benchmark_20d,relative_20d,target_3_outcome,target_3_pnl,target_5_outcome,target_5_pnl,target_8_outcome,target_8_pnl
AEFES,2024-10-16,64,<70,8,Düşük,17,Orta,14,Yüksek,5,Düşük,20,Yüksek,0,Düşük,-4.194227835477647,-7.628080812057403,-13.969171873983749,-7.584740606148914,13.969171873983749,7.584740606148914,10-15%,5-10%,18.1200008392334,16.654434333764417,16.99779128617502,8.088114997741826,2.1015763612313556,5.132441251401696,-3.1947348523679113,8.327176103769608,5.794697507889128,-1.5373784151293806,7.332075923018509,20.03310702341102,4.644375270859063,15.388731752551957,TARGET,3.0,TARGET,5.0,TARGET,8.0
AEFES,2024-10-23,64,<70,8,Düşük,24,Yüksek,15,Yüksek,5,Düşük,12,Orta,0,Düşük,2.855592532317528,-0.2921606660376471,-7.306734831372196,-2.5085648776775504,7.306734831372196,2.5085648776775504,5-10%,2-5%,19.049999237060547,17.51036935610168,6.666669336621116,8.082046942887093,0.8248738696684219,0.6299256904952759,-0.10143244715684278,0.7313581376521187,7.086616459508238,0.8249750986423945,6.261641360865843,2.6771666630288538,5.577650962760776,-2.9004842997319225,TARGET,3.0,STOP,-8.082046942887093,STOP,-8.082046942887093
AEFES,2024-10-31,57,<70,11,Orta,24,Yüksek,0,Düşük,10,Orta,12,Orta,0,Düşük,0.7459837123761786,-0.011862512613941058,-5.667130345889508,-1.8316162189788165,5.667130345889508,1.8316162189788165,5-10%,<2%,19.170000076293945,17.774269943013813,5.998954689376287,7.280804004826915,0.8239412412968667,6.416273016907148,0.6876714617332583,5.728601555173889,13.458528499937467,6.0258907217220035,7.432637778215463,6.99008944838224,8.498588738041644,-1.5084992896594036,STOP,-7.280804004826915,STOP,-7.280804004826915,STOP,-7.280804004826915
AEFES,2024-11-07,74,70-79,22,Yüksek,17,Orta,20,Yüksek,5,Düşük,0,Düşük,10,Orta,6.592644307540113,6.614817066686824,1.5608380974458502,4.605007812925098,1.5608380974458502,4.605007812925098,<2%,2-5%,20.399999618530273,18.721664671883183,1.0784373765541035,8.227132245250539,0.13108302436449557,6.617649052519874,2.5651140029993935,4.052535049520481,-4.117647883801327,1.9924223052374554,-6.110070189038782,4.411762918430457,8.178732376171356,-3.766969457740898,TARGET,3.0,TARGET,5.0,TARGET,8.0
AEFES,2024-11-14,71,70-79,22,Yüksek,13,Orta,14,Yüksek,10,Orta,2,Düşük,10,Orta,6.21008591584954,9.546964269274872,7.404797999528203,11.120052347086592,7.404797999528203,11.120052347086592,5-10%,10-15%,21.75,20.081328520692832,2.5747101882408403,7.67205277842376,0.33559599530933104,-10.0689679726787,-0.232169694070172,-9.836798278608526,-5.701148372957076,2.6678453866114746,-8.36899375956855,5.057473018251617,7.1249044456809445,-2.0674314274293275,STOP,-7.67205277842376,STOP,-7.67205277842376,STOP,-7.67205277842376
AEFES,2024-11-21,64,<70,16,Orta,17,Orta,9,Orta,5,Düşük,10,Orta,7,Orta,-3.9272814362010555,-2.5647988355044604,-3.620827000459937,-0.30553869031550507,3.620827000459937,0.30553869031550507,2-5%,<2%,19.559999465942383,17.767576884313424,14.05930508734555,9.163714880206932,1.534236417341268,4.8568547488642935,0.9445042886368457,3.9123504602274477,8.895704594204254,4.042970016253033,4.852734577951221,14.570554495321486,2.253418464565955,12.317136030755531,TARGET,3.0,TARGET,5.0,TARGET,8.0
AEFES,2024-11-28,75,70-79,30,Yüksek,20,Orta,0,Düşük,5,Düşük,10,Orta,10,Orta,-1.4369273053468203,0.24405029176502785,0.32299957036890875,4.145186529908595,0.32299957036890875,4.145186529908595,<2%,2-5%,20.510000228881836,18.68825005852805,8.7762029106456,8.882253291194148,0.9880604192346455,3.8517747409200305,2.9423953584749274,0.9093793824451031,11.409069363601185,4.2125943781081645,7.196474985493021,15.797170818923986,3.8696643182760053,11.927506500647981,TARGET,3.0,TARGET,5.0,TARGET,8.0
AEFES,2024-12-05,89,80-89,30,Yüksek,20,Orta,10,Orta,10,Orta,9,Orta,10,Orta,2.695678984609801,3.7755551679607193,4.044977869334659,7.919734431574716,4.044977869334659,7.919734431574716,2-5%,5-10%,21.299999237060547,19.601108219132527,4.741785281966134,7.976014454367046,0.594505602904205,7.277000938630474,-0.22220405341731972,7.499204992047794,5.211270657795316,-3.1336215715206825,8.344892229315999,-17.605634433428786,0.0446384287273088,-17.650272862156097,TARGET,3.0,TARGET,5.0,TARGET,8.0
AEFES,2024-12-12,62,<70,30,Yüksek,17,Orta,0,Düşük,10,Orta,5,Düşük,0,Düşük,2.8799371694061975,6.574481313690077,9.224514153888023,14.861868890369207,9.224514153888023,14.861868890369207,5-10%,10-15%,22.850000381469727,21.145803663671515,3.4135613403727434,7.458191200645382,0.45769292426793196,-1.9256040556324756,-3.5593342612710486,1.633730205638573,3.938729118184745,-0.987605550343193,4.926334668527938,-26.827137705811055,-3.8743746450792553,-22.952763060731797,TARGET,3.0,TARGET,5.0,STOP,-7.458191200645382
AEFES,2024-12-19,77,70-79,27,Yüksek,20,Orta,5,Düşük,10,Orta,8,Orta,7,Orta,0.47159684793737133,2.821408766495007,5.774583939082955,11.962812542836383,5.774583939082955,11.962812542836383,5-10%,10-15%,22.40999984741211,20.669552199910342,5.443995188136411,7.766388484392395,0.7009686933736129,5.979474170958698,3.0952748213275747,2.884199349631123,-21.686749859183028,3.712273124582241,-25.39902298376527,-26.059795592824557,3.134349372075685,-29.194144964900243,TARGET,3.0,TARGET,5.0,STOP,-7.766388484392395
AEFES,2024-12-26,62,<70,30,Yüksek,22,Yüksek,0,Düşük,10,Orta,0,Düşük,0,Düşük,2.7154788822563836,5.855253165708122,9.948973506450628,17.668724209878086,9.948973506450628,17.668724209878086,5-10%,15%+,23.75,22.054940304036794,0.9684191252055921,7.137093456687182,0.1356881664899905,-26.10526637027138,0.4957378216797167,-26.601004191951098,-29.60000289113898,-1.1460813986833576,-28.453921492455624,-30.18947400544819,0.7919843461672734,-30.981458351615462,STOP,-7.137093456687182,STOP,-7.137093456687182,STOP,-7.137093456687182
AEFES,2025-01-03,66,<70,16,Orta,10,Düşük,20,Yüksek,0,Düşük,20,Yüksek,0,Düşük,-14.053160870025083,-17.665781229652808,-17.40353089314437,-12.95771072823496,17.40353089314437,12.95771072823496,15%+,10-15%,17.549999237060547,15.425666217455897,37.77778550619296,12.104462176378163,3.1209800944247026,-4.729344500217036,-1.7341766955034457,-2.9951678047135903,-5.584043218456962,-1.066874318328293,-4.517168900128669,-8.034187514006243,-0.8041208603936345,-7.230066653612608,TIMEOUT,-8.034187514006243,TIMEOUT,-8.034187514006243,TIMEOUT,-8.034187514006243
AEFES,2025-01-10,42,<70,8,Düşük,0,Düşük,9,Orta,5,Düşük,20,Yüksek,0,Düşük,-8.148261385369402,-15.30958756939071,-18.483686204023954,-16.47459661859179,18.483686204023954,16.47459661859179,15%+,15%+,16.719999313354492,14.948123828327292,44.617232644638236,10.597341852831173,4.21022868415992,-0.8971269419279622,2.514077491495011,-3.4112044334229727,-0.8373169581210334,3.818889860002165,-4.656206818123199,-2.7511908095908155,2.244893720620577,-4.996084530211393,TARGET,3.0,TIMEOUT,-2.7511908095908155,TIMEOUT,-2.7511908095908155
AEFES,2025-01-17,22,<70,0,Düşük,0,Düşük,0,Düşük,5,Düşük,17,Yüksek,0,Düşük,-3.2462126113475565,-10.623793387057773,-16.287575260014645,-16.51791337919318,16.287575260014645,16.51791337919318,15%+,15%+,16.56999969482422,14.94769810549315,45.92637749250298,9.790595167227488,4.690866766326368,0.06035141258909977,0.7537972481604923,-0.6934458355713925,-2.595053187056458,-0.24826672397271937,-2.3467864630837387,3.7417070045394207,-1.5125701521216692,5.2542771566610895,TARGET,3.0,TARGET,5.0,TIMEOUT,3.7417070045394207
AEFES,2025-01-24,44,<70,0,Düşük,17,Orta,5,Düşük,5,Düşük,17,Yüksek,0,Düşük,-0.9840468272192066,-6.8554603453892,-13.716476755150733,-15.798112867247212,13.716476755150733,15.798112867247212,10-15%,15%+,16.579999923706055,15.18021790956452,45.83836198095067,8.442593610269734,5.429417084009824,-2.653802992052522,0.06501365032697294,-2.7188166423794953,-1.9300343564337643,-0.46209897585918924,-1.4679353805745752,-0.7840721433341443,-3.9578329434402733,3.173760800106129,TARGET,3.0,TARGET,5.0,TIMEOUT,-0.7840721433341443
AEFES,2025-01-31,42,<70,0,Düşük,7,Düşük,5,Düşük,10,Orta,20,Yüksek,0,Düşük,-2.1312780451297964,-6.515407846337566,-13.71088252606992,-17.359196262589403,13.71088252606992,17.359196262589403,10-15%,15%+,16.139999389648438,14.944148072273142,10.904586712751867,7.409240164793732,1.4717550612769807,0.743499651619332,1.8139200114776863,-1.0704203598583544,6.5055835447094825,1.055811248012536,5.449772296696946,7.063205329042469,-1.1837063214995007,8.24691165054197,TARGET,3.0,TARGET,5.0,TARGET,8.0
AEFES,2025-02-07,63,<70,0,Düşük,17,Orta,14,Yüksek,10,Orta,15,Yüksek,7,Orta,0.6026089047649962,-3.0819925004488273,-10.700378153446277,-15.99620074453561,10.700378153446277,15.99620074453561,10-15%,15%+,16.260000228881836,15.116478720423272,6.150061414044443,7.032727505300911,0.8744916406058447,5.719558991911129,0.32195347801998014,5.39760551389115,1.1685149531555887,-2.475143822748245,3.643658775903834,10.086096965333294,6.715477432410102,3.3706195329231914,TARGET,3.0,TARGET,5.0,TARGET,8.0
