symbol,date,score,score_bucket,trend_score,trend_bucket,momentum_score,momentum_bucket,volume_score,volume_bucket,risk_score,risk_bucket,sr_score,sr_bucket,formation_score,formation_bucket,entry_price,stop_price,potential_pct,stop_distance_pct,rr_ratio,return_5d,return_10d,return_20d,target_3_outcome,target_3_pnl,target_5_outcome,target_5_pnl,target_8_outcome,target_8_pnl
AEFES,2024-11-14,71,70-79,22,Yüksek,13,Orta,14,Yüksek,10,Orta,2,Düşük,10,Orta,21.75,20.081328520692832,2.5747101882408403,7.67205277842376,0.33559599530933104,-10.0689679726787,-5.701148372957076,5.057473018251617,STOP,-7.67205277842376,STOP,-7.67205277842376,STOP,-7.67205277842376
AEFES,2024-11-21,64,<70,16,Orta,17,Orta,9,Orta,5,Düşük,10,Orta,7,Orta,19.559999465942383,17.767576884313424,14.05930508734555,9.163714880206932,1.534236417341268,4.8568547488642935,8.895704594204254,14.570554495321486,TARGET,3.0,TARGET,5.0,TARGET,8.0
AEFES,2024-11-28,75,70-79,30,Yüksek,20,Orta,0,Düşük,5,Düşük,10,Orta,10,Orta,20.510000228881836,18.68825005852805,8.7762029106456,8.882253291194148,0.9880604192346455,3.8517747409200305,11.409069363601185,15.797170818923986,TARGET,3.0,TARGET,5.0,TARGET,8.0
AEFES,2024-12-05,89,80-89,30,Yüksek,20,Orta,10,Orta,10,Orta,9,Orta,10,Orta,21.299999237060547,19.601108219132527,4.741785281966134,7.976014454367046,0.594505602904205,7.277000938630474,5.211270657795316,-17.605634433428786,TARGET,3.0,TARGET,5.0,TARGET,8.0
AEFES,2024-12-12,62,<70,30,Yüksek,17,Orta,0,Düşük,10,Orta,5,Düşük,0,Düşük,22.850000381469727,21.145803663671515,3.4135613403727434,7.458191200645382,0.45769292426793196,-1.9256040556324756,3.938729118184745,-26.827137705811055,TARGET,3.0,TARGET,5.0,STOP,-7.458191200645382
AEFES,2024-12-19,77,70-79,27,Yüksek,20,Orta,5,Düşük,10,Orta,8,Orta,7,Orta,22.40999984741211,20.669552199910342,5.443995188136411,7.766388484392395,0.7009686933736129,5.979474170958698,-21.686749859183028,-26.059795592824557,TARGET,3.0,TARGET,5.0,STOP,-7.766388484392395
AEFES,2024-12-26,62,<70,30,Yüksek,22,Yüksek,0,Düşük,10,Orta,0,Düşük,0,Düşük,23.75,22.054940304036794,0.9684191252055921,7.137093456687182,0.1356881664899905,-26.10526637027138,-29.60000289113898,-30.18947400544819,STOP,-7.137093456687182,STOP,-7.137093456687182,STOP,-7.137093456687182
AEFES,2025-01-03,66,<70,16,Orta,10,Düşük,20,Yüksek,0,Düşük,20,Yüksek,0,Düşük,17.549999237060547,15.425666217455897,37.77778550619296,12.104462176378163,3.1209800944247026,-4.729344500217036,-5.584043218456962,-8.034187514006243,TIMEOUT,-8.034187514006243,TIMEOUT,-8.034187514006243,TIMEOUT,-8.034187514006243
AEFES,2025-01-10,42,<70,8,Düşük,0,Düşük,9,Orta,5,Düşük,20,Yüksek,0,Düşük,16.719999313354492,14.948123828327292,44.617232644638236,10.597341852831173,4.21022868415992,-0.8971269419279622,-0.8373169581210334,-2.7511908095908155,TARGET,3.0,TIMEOUT,-2.7511908095908155,TIMEOUT,-2.7511908095908155
AEFES,2025-01-17,22,<70,0,Düşük,0,Düşük,0,Düşük,5,Düşük,17,Yüksek,0,Düşük,16.56999969482422,14.94769810549315,45.92637749250298,9.790595167227488,4.690866766326368,0.06035141258909977,-2.595053187056458,3.7417070045394207,TARGET,3.0,TARGET,5.0,TIMEOUT,3.7417070045394207
AEFES,2025-01-24,44,<70,0,Düşük,17,Orta,5,Düşük,5,Düşük,17,Yüksek,0,Düşük,16.579999923706055,15.18021790956452,45.83836198095067,8.442593610269734,5.429417084009824,-2.653802992052522,-1.9300343564337643,-0.7840721433341443,TARGET,3.0,TARGET,5.0,TIMEOUT,-0.7840721433341443
AEFES,2025-01-31,42,<70,0,Düşük,7,Düşük,5,Düşük,10,Orta,20,Yüksek,0,Düşük,16.139999389648438,14.944148072273142,10.904586712751867,7.409240164793732,1.4717550612769807,0.743499651619332,6.5055835447094825,7.063205329042469,TARGET,3.0,TARGET,5.0,TARGET,8.0
AEFES,2025-02-07,63,<70,0,Düşük,17,Orta,14,Yüksek,10,Orta,15,Yüksek,7,Orta,16.260000228881836,15.116478720423272,6.150061414044443,7.032727505300911,0.8744916406058447,5.719558991911129,1.1685149531555887,10.086096965333294,TARGET,3.0,TARGET,5.0,TARGET,8.0
AEFES,2025-02-14,46,<70,3,Düşük,22,Yüksek,0,Düşük,10,Orta,4,Düşük,7,Orta,17.190000534057617,16.03043073401333,1.3961591836059895,6.745606538795011,0.20697311288117165,-4.304826923373519,0.5235610808131053,10.529374111166133,TARGET,3.0,TARGET,5.0,TARGET,8.0
AEFES,2025-02-21,35,<70,3,Düşük,7,Düşük,0,Düşük,10,Orta,15,Yüksek,0,Düşük,16.450000762939453,15.242453969143133,7.720355571510034,7.3407096522258355,1.051717877054173,5.045592007363177,8.814582299944647,-5.349550317941668,TARGET,3.0,TARGET,5.0,TARGET,8.0
