symbol,date,score,score_bucket,trend_score,trend_bucket,momentum_score,momentum_bucket,volume_score,volume_bucket,risk_score,risk_bucket,sr_score,sr_bucket,formation_score,formation_bucket,dist_ema9,dist_ema21,dist_ema50,dist_ema200,overextension_ema50,overextension_ema200,ema50_distance_bucket,ema200_distance_bucket,entry_price,stop_price,potential_pct,stop_distance_pct,rr_ratio,return_5d,benchmark_5d,relative_5d,return_10d,benchmark_10d,relative_10d,return_20d,benchmark_20d,relative_20d,target_3_outcome,target_3_pnl,target_5_outcome,target_5_pnl,target_8_outcome,target_8_pnl
AEFES,2024-08-06,74,70-79,10,Orta,0,Düşük,30,Yüksek,4,Orta,25,Yüksek,5,Orta,-8.777885121016746,-10.068357631084393,-3.792297904890482,28.675605315325825,3.792297904890482,28.675605315325825,2-5%,15%+,23.809999465942383,21.07285635811942,27.992444624204648,11.495771395283517,2.4350209882991742,8.672828980997568,0.39873105780399554,8.274097923193573,4.199916095883964,1.0231511089407965,3.1767649869431676,-10.163797272467361,1.0494696318539716,-11.213266904321333,TARGET,3.0,TARGET,5.0,TARGET,8.0
AEFES,2024-08-13,54,<70,10,Orta,13,Orta,0,Düşük,4,Orta,25,Yüksek,2,Düşük,1.7582526205305533,-0.14205068395745596,4.407156435858424,37.5137630420296,4.407156435858424,37.5137630420296,2-5%,15%+,25.875,23.117142541067942,17.777779252056913,10.658386314713269,1.6679616151195182,-4.115944092976298,0.6219401824683369,-4.737884275444634,-11.420289560216638,-1.7317481951912321,-9.688541365025406,-19.0338134765625,-5.049084065333595,-13.984729411228905,STOP,-10.658386314713269,STOP,-10.658386314713269,STOP,-10.658386314713269
AEFES,2024-08-20,54,<70,10,Orta,0,Düşük,15,Orta,4,Orta,25,Yüksek,0,Düşük,-2.824089803197734,-3.8831214212493608,-0.5410903733573292,29.54503024438638,0.5410903733573292,29.54503024438638,<2%,15%+,24.809999465942383,22.104284286499023,14.570736996913725,10.905744609779603,1.336060720131625,-7.617893713552516,-2.3391403240599207,-5.2787533894925955,-13.784764812223022,0.026051971874044635,-13.810816784097067,-16.646510478309388,-2.0816826658514214,-14.564827812457967,STOP,-10.905744609779603,STOP,-10.905744609779603,STOP,-10.905744609779603
AEFES,2024-08-27,66,<70,10,Orta,6,Düşük,15,Orta,7,Yüksek,25,Yüksek,3,Düşük,-4.2229899436195195,-7.697697163657819,-6.979147426041095,18.431015807654003,6.979147426041095,18.431015807654003,5-10%,15%+,22.920000076293945,20.674999509538925,19.65531913512558,9.79494135812423,2.006680634062484,-6.675395643772186,2.4218425926027956,-9.09723823637498,-8.59511041359923,-3.3757961592026904,-5.219314254396539,-16.055847700375836,1.4586430961904266,-17.514490796566264,STOP,-9.79494135812423,STOP,-9.79494135812423,STOP,-9.79494135812423
AEFES,2024-09-04,37,<70,5,Düşük,0,Düşük,0,Düşük,7,Yüksek,25,Yüksek,0,Düşük,-5.651558926193147,-10.145847174311307,-11.57030167598441,9.746985769433902,11.57030167598441,9.746985769433902,10-15%,5-10%,21.389999389648438,19.42142731802804,24.00654686959406,9.203235754055585,2.608489830222496,-2.057029636578293,-5.660549161243276,3.603519524664983,-3.3193039024407645,-2.1071856743062622,-1.2121182281345022,-11.360450558739918,-9.73469901525135,-1.625751543488569,STOP,-9.203235754055585,STOP,-9.203235754055585,STOP,-9.203235754055585
AEFES,2024-09-11,37,<70,5,Düşük,0,Düşük,0,Düşük,7,Yüksek,25,Yüksek,0,Düşük,-3.451720806205168,-8.21305271856351,-11.414169963169476,7.028618704984158,11.414169963169476,7.028618704984158,10-15%,5-10%,20.950000762939453,19.207143238612584,26.61097208861678,8.319128691441307,3.1987691350410365,-1.288784954324692,3.7665721554923595,-5.055357109817051,-8.162295606433965,5.003341878354384,-13.165637484788348,-5.250598288357235,-3.0510566649246256,-2.1995416234326095,STOP,-8.319128691441307,STOP,-8.319128691441307,STOP,-8.319128691441307
AEFES,2024-09-18,44,<70,5,Düşük,7,Orta,0,Düşük,7,Yüksek,25,Yüksek,0,Düşük,-2.281324316231978,-6.434367844398958,-10.691656939678884,5.293401471482937,10.691656939678884,5.293401471482937,10-15%,5-10%,20.68000030517578,19.221428734915598,21.61508340130799,7.053053910715526,3.0646417388740987,-6.963251996167593,1.1918768223438538,-8.155128818511447,-8.317220480275543,-7.7916989040360125,-0.5255215762395302,-12.379107486287934,-8.373829863420124,-4.00527762286781,STOP,-7.053053910715526,STOP,-7.053053910715526,STOP,-7.053053910715526
AEFES,2024-09-25,67,<70,5,Düşük,0,Düşük,30,Yüksek,7,Yüksek,25,Yüksek,0,Düşük,-6.102370375642568,-10.132100673030788,-15.025154892269038,-2.2101703546562637,15.025154892269038,2.2101703546562637,15%+,2-5%,19.239999771118164,17.885714394705637,21.25779730375846,7.038905366545232,3.020043060216905,-1.4553050414575712,-8.877763718279244,7.422458676821673,3.170481380500096,-7.670611619780608,10.841093000280704,-0.9875287750410143,-11.89262768868163,10.905098913640616,TARGET,3.0,TARGET,5.0,STOP,-7.038905366545232
AEFES,2024-10-02,37,<70,5,Düşük,0,Düşük,0,Düşük,7,Yüksek,25,Yüksek,0,Düşük,-4.218294574812957,-8.388508926342775,-14.142694824780744,-3.6097815834374734,14.142694824780744,3.6097815834374734,10-15%,2-5%,18.959999084472656,17.729999542236328,14.556963935415723,6.487339671042704,2.243903460210832,4.694099894371511,1.3247612742585768,3.369338620112934,-4.430370705698908,-0.6313216407471496,-3.7990490649517588,1.1076002213168352,-1.6531859173212007,2.7607861386380357,TARGET,3.0,TARGET,5.0,STOP,-6.487339671042704
AEFES,2024-10-09,45,<70,5,Düşük,13,Orta,0,Düşük,7,Yüksek,20,Yüksek,0,Düşük,1.9517371194298718,-1.4794439389888459,-7.95153446184072,1.0303932302493908,7.95153446184072,1.0303932302493908,5-10%,<2%,19.850000381469727,18.56142888750349,7.707802266468225,6.4915439254557326,1.1873604114797862,-8.715362765691978,-1.9305082887993608,-6.784854476892617,-4.0302323880859605,-4.572775952456698,0.5425435643707379,2.770776959651746,-2.038918994062434,4.80969595371418,STOP,-6.4915439254557326,STOP,-6.4915439254557326,STOP,-6.4915439254557326
